LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.80590295791626
Steps = 100, loss = 4.722909927368164
Steps = 200, loss = 4.7349958419799805
Steps = 300, loss = 3.0616438388824463
Steps = 400, loss = 2.175879716873169
Steps = 500, loss = 1.755063533782959
Steps = 600, loss = 1.442365050315857
Steps = 700, loss = 1.276772379875183
Steps = 800, loss = 0.9881962537765503
Steps = 900, loss = 0.9145066738128662
Steps = 1000, loss = 0.7689381837844849
Steps = 1100, loss = 0.8242766261100769
Steps = 1200, loss = 0.6716017723083496
Steps = 1300, loss = 0.5969316959381104
Steps = 1400, loss = 0.6129266619682312
Steps = 1500, loss = 0.549768328666687
Steps = 1600, loss = 0.38798391819000244
Steps = 1700, loss = 0.4278115928173065
Steps = 1800, loss = 0.4765225052833557
Steps = 1900, loss = 0.18002022802829742
Steps = 2000, loss = 0.1060875803232193
Steps = 2100, loss = 0.08116394281387329
Steps = 2200, loss = 1.2148420810699463
Steps = 2300, loss = 0.40221917629241943
Steps = 2400, loss = 0.35303983092308044
Steps = 2500, loss = 0.23821458220481873
Steps = 2600, loss = 0.26866549253463745
Steps = 2700, loss = 0.4276891350746155
Steps = 2800, loss = 0.07581957429647446
Steps = 2900, loss = 0.04563869535923004
Steps = 3000, loss = 0.03559528663754463
Steps = 3100, loss = 0.03121589869260788
Steps = 3200, loss = 0.02432091347873211
Steps = 3300, loss = 0.021950261667370796
Steps = 3400, loss = 0.01894487999379635
Steps = 3500, loss = 0.016075104475021362
Steps = 3600, loss = 0.013232280500233173
Steps = 3700, loss = 0.012106584385037422
Steps = 3800, loss = 0.01098020188510418
Steps = 3900, loss = 0.009426625445485115
Steps = 4000, loss = 0.008233649656176567
Steps = 4100, loss = 0.007569736335426569
Steps = 4200, loss = 0.006605952978134155
Steps = 4300, loss = 0.006267570424824953
Steps = 4400, loss = 0.005254109390079975
Steps = 4500, loss = 0.004594569560140371
Steps = 4600, loss = 0.004176565911620855
Steps = 4700, loss = 0.0037991495337337255
Steps = 4800, loss = 0.003422446781769395
Steps = 4900, loss = 0.002981094643473625
Steps = 5000, loss = 0.0028685524594038725
Steps = 5100, loss = 0.002681331941857934
Steps = 5200, loss = 0.0023448378778994083
Steps = 5300, loss = 0.0021789122838526964
Steps = 5400, loss = 0.0018409324111416936
Steps = 5500, loss = 0.0018502718303352594
Steps = 5600, loss = 0.0015924395993351936
Steps = 5700, loss = 0.0015259088249877095
Steps = 5800, loss = 0.001399873523041606
Steps = 5900, loss = 0.0012359258253127337
Steps = 6000, loss = 0.0011784709058701992
Steps = 6100, loss = 0.0010327615309506655
Steps = 6200, loss = 0.0009662609081715345
Steps = 6300, loss = 0.0009199838968925178
Steps = 6400, loss = 0.0008414397016167641
Steps = 6500, loss = 0.0008027293952181935
Steps = 6600, loss = 0.0007245943415910006
Steps = 6700, loss = 0.000678597018122673
Steps = 6800, loss = 0.0006115660071372986
Steps = 6900, loss = 0.000571411510463804
Steps = 7000, loss = 0.000545095419511199
Steps = 7100, loss = 0.0004802553739864379
Steps = 7200, loss = 0.00046951015247032046
