LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.21M
Steps = 0, loss = 4.6435866355896
Steps = 1000, loss = 0.006771499756723642
Steps = 2000, loss = 0.00112817226909101
Steps = 3000, loss = 0.00040465089841745794
Steps = 4000, loss = 0.00018615677254274487
Steps = 5000, loss = 9.458167914999649e-05
Steps = 6000, loss = 5.080324626760557e-05
Steps = 7000, loss = 2.8099688279326074e-05
Steps = 8000, loss = 1.5773448467371054e-05
Steps = 9000, loss = 8.947872629505582e-06
Steps = 10000, loss = 5.20444928042707e-06
Steps = 11000, loss = 2.974639073727303e-06
Steps = 12000, loss = 1.7350530470139347e-06
Steps = 13000, loss = 9.930224678100785e-07
Steps = 14000, loss = 5.711335120395233e-07
Steps = 15000, loss = 3.315508081414009e-07
Steps = 16000, loss = 1.9487923452743416e-07
Steps = 17000, loss = 0.009570571593940258
Steps = 18000, loss = 0.0007242140709422529
Steps = 19000, loss = 0.00028717287932522595
Steps = 20000, loss = 0.0001494603493483737
Steps = 21000, loss = 8.198204159270972e-05
Steps = 22000, loss = 4.772897227667272e-05
Steps = 23000, loss = 2.8381349693518132e-05
Steps = 24000, loss = 1.5859350241953507e-05
Steps = 25000, loss = 1.0035641935246531e-05
Steps = 26000, loss = 5.8065438679477666e-06
Steps = 27000, loss = 3.469169769232394e-06
Steps = 28000, loss = 2.1003625079174526e-06
Steps = 29000, loss = 1.3194505754654529e-06
Steps = 30000, loss = 7.66711195865355e-07
Steps = 31000, loss = 4.749744846321846e-07
Steps = 32000, loss = 2.966262115933205e-07
Steps = 33000, loss = 0.001362366951070726
Steps = 34000, loss = 0.0004103406681679189
Steps = 35000, loss = 0.00020233220129739493
Steps = 36000, loss = 0.00010442300117574632
Steps = 37000, loss = 5.9434823924675584e-05
Steps = 38000, loss = 3.3895903470693156e-05
Steps = 39000, loss = 2.161639349651523e-05
Steps = 40000, loss = 1.3683106772077736e-05
Steps = 41000, loss = 8.343441550096031e-06
Steps = 42000, loss = 5.064980996394297e-06
Steps = 43000, loss = 3.1974564080883283e-06
Steps = 44000, loss = 1.926205641211709e-06
Steps = 45000, loss = 1.2179365285192034e-06
Steps = 46000, loss = 6.9849187411819e-07
Steps = 47000, loss = 4.3259930748718034e-07
Steps = 48000, loss = 2.5937330860870134e-07
Steps = 49000, loss = 1.6135162184127694e-07
Steps = 50000, loss = 1.0733491961900654e-07
Test accuracy: 1.0 (got 1536 right out of 1536)
