LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.21M
Steps = 0, loss = 4.821813583374023
Steps = 1000, loss = 0.0026574793737381697
Steps = 2000, loss = 0.0007646381855010986
Steps = 3000, loss = 0.00034627754939720035
Steps = 4000, loss = 0.0001832332054618746
Steps = 5000, loss = 0.00010021398338722065
Steps = 6000, loss = 5.9011155826738104e-05
Steps = 7000, loss = 3.511811883072369e-05
Steps = 8000, loss = 2.075033262372017e-05
Steps = 9000, loss = 1.2483596947276965e-05
Steps = 10000, loss = 7.363472377619473e-06
Steps = 11000, loss = 4.410965630086139e-06
Steps = 12000, loss = 2.5771989839995513e-06
Steps = 13000, loss = 1.4973329598433338e-06
Steps = 14000, loss = 9.110660812439164e-07
Steps = 15000, loss = 5.136243430570175e-07
Steps = 16000, loss = 3.1664964694755326e-07
Steps = 17000, loss = 1.823063797701252e-07
Steps = 18000, loss = 1.1431983892862263e-07
Steps = 19000, loss = 5.564652028056116e-08
Steps = 20000, loss = 3.77185607192132e-08
Steps = 21000, loss = 3.23634559151742e-08
Steps = 22000, loss = 1.4901160305669237e-08
Steps = 23000, loss = 4.563480260344477e-08
Steps = 24000, loss = 3.166496398421259e-08
Steps = 25000, loss = 0.0023708799853920937
Steps = 26000, loss = 0.0006109392852522433
Steps = 27000, loss = 0.0002674124261830002
Steps = 28000, loss = 0.00014844315592199564
Steps = 29000, loss = 8.420278754783794e-05
Steps = 30000, loss = 4.950819129589945e-05
Steps = 31000, loss = 2.9459331926773302e-05
Steps = 32000, loss = 1.860529482655693e-05
Steps = 33000, loss = 1.0850772014237009e-05
Steps = 34000, loss = 6.665683486062335e-06
Steps = 35000, loss = 4.050545157952001e-06
Steps = 36000, loss = 2.6260927370458376e-06
Steps = 37000, loss = 1.5012908534117742e-06
Steps = 38000, loss = 9.229403872268449e-07
Steps = 39000, loss = 5.608889068753342e-07
Steps = 40000, loss = 3.2689419526832353e-07
Steps = 41000, loss = 2.0023433933147317e-07
Steps = 42000, loss = 1.3201496074088936e-07
Steps = 43000, loss = 8.102505688611927e-08
Steps = 44000, loss = 5.261972191306086e-08
Steps = 45000, loss = 4.982575418921442e-08
Steps = 46000, loss = 4.027969779940577e-08
Steps = 47000, loss = 2.0256264221529818e-08
Steps = 48000, loss = 0.0005465012509375811
Steps = 49000, loss = 0.00022443861234933138
Steps = 50000, loss = 0.00011500142863951623
Test accuracy: 1.0 (got 1536 right out of 1536)
