LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.641364574432373
Steps = 1000, loss = 0.0021513584069907665
Steps = 2000, loss = 0.0006671412847936153
Steps = 3000, loss = 0.00029903562972322106
Steps = 4000, loss = 0.00015952425019349903
Steps = 5000, loss = 8.756987517699599e-05
Steps = 6000, loss = 4.9726870201993734e-05
Steps = 7000, loss = 3.0038601835258305e-05
Steps = 8000, loss = 1.7967362509807572e-05
Steps = 9000, loss = 1.0160674719372764e-05
Steps = 10000, loss = 6.288966233114479e-06
Steps = 11000, loss = 3.704793698489084e-06
Steps = 12000, loss = 2.155077709176112e-06
Steps = 13000, loss = 1.2728846741083544e-06
Steps = 14000, loss = 7.268972126439621e-07
Steps = 15000, loss = 4.3772158164756547e-07
Steps = 16000, loss = 2.4610196192043077e-07
Steps = 17000, loss = 1.4505347678550606e-07
Steps = 18000, loss = 8.754431490842762e-08
Steps = 19000, loss = 4.633329453440638e-08
Steps = 20000, loss = 4.493631067248316e-08
Steps = 21000, loss = 0.0013990832958370447
Steps = 22000, loss = 0.00035548716550692916
Steps = 23000, loss = 0.0001660949783399701
Steps = 24000, loss = 8.383183740079403e-05
Steps = 25000, loss = 4.44706020061858e-05
Steps = 26000, loss = 2.551944271544926e-05
Steps = 27000, loss = 1.4579022717953194e-05
Steps = 28000, loss = 9.051934284798335e-06
Steps = 29000, loss = 4.994899427401833e-06
Steps = 30000, loss = 2.9550799354183255e-06
Steps = 31000, loss = 1.7560066680744058e-06
Steps = 32000, loss = 1.032603449857561e-06
Steps = 33000, loss = 5.830078748658707e-07
Steps = 34000, loss = 3.522727070048859e-07
Steps = 35000, loss = 2.100132263649357e-07
Steps = 36000, loss = 1.294538236606968e-07
Steps = 37000, loss = 7.54371214384264e-08
Steps = 38000, loss = 5.098990740748377e-08
Steps = 39000, loss = 3.166496398421259e-08
Steps = 40000, loss = 2.2118909370760775e-08
Steps = 41000, loss = 0.033898770809173584
Steps = 42000, loss = 0.000437640817835927
Steps = 43000, loss = 0.00017312541604042053
Steps = 44000, loss = 8.756482566241175e-05
Steps = 45000, loss = 4.662077481043525e-05
Steps = 46000, loss = 2.8079708499717526e-05
Steps = 47000, loss = 1.6238562238868326e-05
Steps = 48000, loss = 9.769499229150824e-06
Steps = 49000, loss = 6.074985321902204e-06
Steps = 50000, loss = 3.922018095181556e-06
Test accuracy: 1.0 (got 1536 right out of 1536)
