LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.684191703796387
Steps = 1000, loss = 0.0022864227648824453
Steps = 2000, loss = 0.0006960508762858808
Steps = 3000, loss = 0.00032321506296284497
Steps = 4000, loss = 0.00016744629829190671
Steps = 5000, loss = 9.360937838209793e-05
Steps = 6000, loss = 5.4473963245982304e-05
Steps = 7000, loss = 3.165858652209863e-05
Steps = 8000, loss = 1.8630214981385507e-05
Steps = 9000, loss = 1.0962764463329222e-05
Steps = 10000, loss = 6.706662134092767e-06
Steps = 11000, loss = 3.918997208529618e-06
Steps = 12000, loss = 2.2950084712647367e-06
Steps = 13000, loss = 1.3352831729207537e-06
Steps = 14000, loss = 7.692723329455475e-07
Steps = 15000, loss = 4.52855573485067e-07
Steps = 16000, loss = 2.6449558276908647e-07
Steps = 17000, loss = 1.5739350089916115e-07
Steps = 18000, loss = 9.336508099977436e-08
Steps = 19000, loss = 6.053596024457875e-08
Steps = 20000, loss = 2.3050231945376254e-08
Steps = 21000, loss = 0.010358553379774094
Steps = 22000, loss = 0.0006450965302065015
Steps = 23000, loss = 0.0002618011203594506
Steps = 24000, loss = 0.00012963899644091725
Steps = 25000, loss = 7.02085453667678e-05
Steps = 26000, loss = 3.91588982893154e-05
Steps = 27000, loss = 2.3442917154170573e-05
Steps = 28000, loss = 1.3874729120288976e-05
Steps = 29000, loss = 8.09664652479114e-06
Steps = 30000, loss = 4.783490567206172e-06
Steps = 31000, loss = 2.88872433884535e-06
Steps = 32000, loss = 1.619335989744286e-06
Steps = 33000, loss = 9.63918523666507e-07
Steps = 34000, loss = 5.979090360597183e-07
Steps = 35000, loss = 3.4575347740428697e-07
Steps = 36000, loss = 2.0442529091724282e-07
Steps = 37000, loss = 1.234002269256962e-07
Steps = 38000, loss = 6.821937148515644e-08
Steps = 39000, loss = 3.6321576857289983e-08
Steps = 40000, loss = 2.9336659324030734e-08
Steps = 41000, loss = 0.0006476014386862516
Steps = 42000, loss = 0.00018949589866679162
Steps = 43000, loss = 9.204236994264647e-05
Steps = 44000, loss = 4.773938053403981e-05
Steps = 45000, loss = 2.77208073384827e-05
Steps = 46000, loss = 1.686421819613315e-05
Steps = 47000, loss = 9.882440281216986e-06
Steps = 48000, loss = 5.936229172220919e-06
Steps = 49000, loss = 3.631917252278072e-06
Steps = 50000, loss = 2.246579697384732e-06
Test accuracy: 1.0 (got 1536 right out of 1536)
