LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.791158199310303
Steps = 1000, loss = 0.0023963316343724728
Steps = 2000, loss = 0.0007325148908421397
Steps = 3000, loss = 0.00033542027813382447
Steps = 4000, loss = 0.00017742968339007348
Steps = 5000, loss = 0.00010178330558119342
Steps = 6000, loss = 5.691581463906914e-05
Steps = 7000, loss = 3.425341856200248e-05
Steps = 8000, loss = 1.984511072805617e-05
Steps = 9000, loss = 1.186613917525392e-05
Steps = 10000, loss = 6.9907123361190315e-06
Steps = 11000, loss = 4.1981602407759055e-06
Steps = 12000, loss = 2.4663718249939848e-06
Steps = 13000, loss = 1.4582174117094837e-06
Steps = 14000, loss = 8.435453082711319e-07
Steps = 15000, loss = 4.901084480479767e-07
Steps = 16000, loss = 2.7450730044620286e-07
Steps = 17000, loss = 1.5762633154281502e-07
Steps = 18000, loss = 1.0477378253881398e-07
Steps = 19000, loss = 5.192122998209925e-08
Steps = 20000, loss = 5.07570767638299e-08
Steps = 21000, loss = 0.0014068703167140484
Steps = 22000, loss = 0.00037361704744398594
Steps = 23000, loss = 0.00016858898743521422
Steps = 24000, loss = 8.599590364610776e-05
Steps = 25000, loss = 4.836630614590831e-05
Steps = 26000, loss = 2.673412745934911e-05
Steps = 27000, loss = 1.4930830730008893e-05
Steps = 28000, loss = 9.093149856198579e-06
Steps = 29000, loss = 5.56439908905304e-06
Steps = 30000, loss = 3.187444235663861e-06
Steps = 31000, loss = 1.940407855727244e-06
Steps = 32000, loss = 1.1734657618944766e-06
Steps = 33000, loss = 7.089690825523576e-07
Steps = 34000, loss = 4.221219001010468e-07
Steps = 35000, loss = 2.479646070696617e-07
Steps = 36000, loss = 1.5110707352050667e-07
Steps = 37000, loss = 0.01557966973632574
Steps = 38000, loss = 0.0003262994287069887
Steps = 39000, loss = 0.00013587473949883133
Steps = 40000, loss = 7.069249841151759e-05
Steps = 41000, loss = 4.023212750325911e-05
Steps = 42000, loss = 2.3206823243526742e-05
Steps = 43000, loss = 1.4353873666550498e-05
Steps = 44000, loss = 7.959276445035357e-06
Steps = 45000, loss = 4.915737918054219e-06
Steps = 46000, loss = 3.032845370398718e-06
Steps = 47000, loss = 1.8719561012403574e-06
Steps = 48000, loss = 1.1497169225549442e-06
Steps = 49000, loss = 6.877816076666932e-07
Steps = 50000, loss = 3.983732028700615e-07
Test accuracy: 1.0 (got 1536 right out of 1536)
