LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.21M
Steps = 0, loss = 4.8231120109558105
Steps = 1000, loss = 0.002614766824990511
Steps = 2000, loss = 0.0007470395648851991
Steps = 3000, loss = 0.0003404782328289002
Steps = 4000, loss = 0.00017764656513463706
Steps = 5000, loss = 0.00010370366362622008
Steps = 6000, loss = 5.7482167903799564e-05
Steps = 7000, loss = 3.25814908137545e-05
Steps = 8000, loss = 2.076475357171148e-05
Steps = 9000, loss = 1.2214911293995101e-05
Steps = 10000, loss = 7.291759175132029e-06
Steps = 11000, loss = 4.430057742865756e-06
Steps = 12000, loss = 2.531098516556085e-06
Steps = 13000, loss = 1.5613612731613102e-06
Steps = 14000, loss = 9.208449682773789e-07
Steps = 15000, loss = 5.362089154914429e-07
Steps = 16000, loss = 3.0663792927043687e-07
Steps = 17000, loss = 1.7508862981685525e-07
Steps = 18000, loss = 1.1082737927381459e-07
Steps = 19000, loss = 5.541368963690729e-08
Steps = 20000, loss = 3.5390254282674505e-08
Steps = 21000, loss = 3.143213334055872e-08
Steps = 22000, loss = 2.468004645095334e-08
Steps = 23000, loss = 0.001309540355578065
Steps = 24000, loss = 0.0003891089290846139
Steps = 25000, loss = 0.0001825869840104133
Steps = 26000, loss = 9.800336556509137e-05
Steps = 27000, loss = 5.731419878429733e-05
Steps = 28000, loss = 3.357585592311807e-05
Steps = 29000, loss = 2.010467869695276e-05
Steps = 30000, loss = 1.1943197023356333e-05
Steps = 31000, loss = 6.983259936532704e-06
Steps = 32000, loss = 4.208636255498277e-06
Steps = 33000, loss = 2.564625901868567e-06
Steps = 34000, loss = 1.5562385442535742e-06
Steps = 35000, loss = 9.171196211354982e-07
Steps = 36000, loss = 5.254987058833649e-07
Steps = 37000, loss = 3.173481388785149e-07
Steps = 38000, loss = 1.9418074259647256e-07
Steps = 39000, loss = 1.1036171798650685e-07
Steps = 40000, loss = 6.565823440496388e-08
Steps = 41000, loss = 4.260800423594446e-08
Steps = 42000, loss = 3.4691762351712896e-08
Steps = 43000, loss = 3.655440750094385e-08
Steps = 44000, loss = 2.9802320611338473e-08
Steps = 45000, loss = 2.0954756152491427e-08
Steps = 46000, loss = 4.54019719597909e-08
Steps = 47000, loss = 0.0004971131565980613
Steps = 48000, loss = 0.00018829194596037269
Steps = 49000, loss = 9.763123671291396e-05
Steps = 50000, loss = 5.905864236410707e-05
Test accuracy: 1.0 (got 1536 right out of 1536)
