LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.21M
Steps = 0, loss = 4.806488037109375
Steps = 1000, loss = 0.023776620626449585
Steps = 2000, loss = 0.004009583964943886
Steps = 3000, loss = 0.0012670502765104175
Steps = 4000, loss = 0.000569767493288964
Steps = 5000, loss = 0.0003022107994183898
Steps = 6000, loss = 0.00016202083497773856
Steps = 7000, loss = 8.965542656369507e-05
Steps = 8000, loss = 5.048027014709078e-05
Steps = 9000, loss = 2.8183025278849527e-05
Steps = 10000, loss = 1.650521699048113e-05
Steps = 11000, loss = 9.740883797348943e-06
Steps = 12000, loss = 5.489665454661008e-06
Steps = 13000, loss = 3.1855829547566827e-06
Steps = 14000, loss = 1.798848188627744e-06
Steps = 15000, loss = 2.2440309524536133
Steps = 16000, loss = 0.8447057604789734
Steps = 17000, loss = 0.5557781457901001
Steps = 18000, loss = 0.06483295559883118
Steps = 19000, loss = 0.003430119948461652
Steps = 20000, loss = 0.0008115799864754081
Steps = 21000, loss = 0.00035581362317316234
Steps = 22000, loss = 0.00016686464368831366
Steps = 23000, loss = 9.717938519315794e-05
Steps = 24000, loss = 6.136154843261465e-05
Steps = 25000, loss = 2.8260343242436647e-05
Steps = 26000, loss = 1.5266208720277064e-05
Steps = 27000, loss = 9.333397429145407e-06
Steps = 28000, loss = 5.161830358701991e-06
Steps = 29000, loss = 3.271260084147798e-06
Steps = 30000, loss = 1.8565885966381757e-06
Steps = 31000, loss = 1.2842926935263677e-06
Steps = 32000, loss = 8.025667739275377e-07
Steps = 33000, loss = 5.192122216612916e-07
Steps = 34000, loss = 3.508757515646721e-07
Steps = 35000, loss = 2.160668230999363e-07
Steps = 36000, loss = 1.4365649292358285e-07
Steps = 37000, loss = 1.0849907283727589e-07
Steps = 38000, loss = 8.777714555208149e-08
Steps = 39000, loss = 0.11922233551740646
Steps = 40000, loss = 0.0005154421087354422
Steps = 41000, loss = 0.0001822880149120465
Steps = 42000, loss = 8.736670133657753e-05
Steps = 43000, loss = 4.60149603895843e-05
Steps = 44000, loss = 2.7330137527314946e-05
Steps = 45000, loss = 1.6303485608659685e-05
Steps = 46000, loss = 1.0423726052977145e-05
Steps = 47000, loss = 6.34436946711503e-06
Steps = 48000, loss = 4.021903350803768e-06
Steps = 49000, loss = 2.6801074000104563e-06
Steps = 50000, loss = 1.9215478914702544e-06
Test accuracy: 1.0 (got 1536 right out of 1536)
