LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.809493541717529
Steps = 100, loss = 4.391624927520752
Steps = 200, loss = 3.1086111068725586
Steps = 300, loss = 0.6729567646980286
Steps = 400, loss = 0.0497160442173481
Steps = 500, loss = 0.011644906364381313
Steps = 600, loss = 0.00763690797612071
Steps = 700, loss = 0.005389460362493992
Steps = 800, loss = 0.00437079556286335
Steps = 900, loss = 0.0034353178925812244
Steps = 1000, loss = 0.002824479481205344
Steps = 1100, loss = 0.00228805560618639
Steps = 1200, loss = 0.001998708350583911
Steps = 1300, loss = 0.0017671500099822879
Steps = 1400, loss = 0.001498960773460567
Steps = 1500, loss = 0.0013338703429326415
Steps = 1600, loss = 0.0012253636959940195
Steps = 1700, loss = 0.0011000271188095212
Steps = 1800, loss = 0.0009784244466573
Steps = 1900, loss = 0.0008848574361763895
Steps = 2000, loss = 0.0008197090355679393
Steps = 2100, loss = 0.0007553056930191815
Steps = 2200, loss = 0.0006698318757116795
Steps = 2300, loss = 0.0006434643291868269
Steps = 2400, loss = 0.0005859954399056733
Steps = 2500, loss = 0.0005420547095127404
Steps = 2600, loss = 0.0004948555142618716
Steps = 2700, loss = 0.00045064944424666464
Steps = 2800, loss = 0.00043128590914420784
Steps = 2900, loss = 0.00039564966573379934
Steps = 3000, loss = 0.0003739558160305023
Steps = 3100, loss = 0.0003536114818416536
Steps = 3200, loss = 0.0003305579302832484
Steps = 3300, loss = 0.0003066837671212852
Steps = 3400, loss = 0.0002886967558879405
Steps = 3500, loss = 0.0002754768938757479
Steps = 3600, loss = 0.00025469361571595073
Steps = 3700, loss = 0.000239842280279845
Steps = 3800, loss = 0.00022622699907515198
Steps = 3900, loss = 0.00021239760098978877
Steps = 4000, loss = 0.00020080359536223114
Steps = 4100, loss = 0.00018900974828284234
Steps = 4200, loss = 0.00017691063112579286
Steps = 4300, loss = 0.00016930238052736968
Steps = 4400, loss = 0.00015893997624516487
Steps = 4500, loss = 0.00015207465912681073
Steps = 4600, loss = 0.00014126795576885343
Steps = 4700, loss = 0.00013444102660287172
Steps = 4800, loss = 0.00012749014422297478
Steps = 4900, loss = 0.00012166786473244429
Steps = 5000, loss = 0.00011465429997770116
Steps = 5100, loss = 0.00010794278205139562
Steps = 5200, loss = 0.00010156119242310524
Steps = 5300, loss = 9.498537110630423e-05
Steps = 5400, loss = 9.012364171212539e-05
Steps = 5500, loss = 8.651231473777443e-05
Steps = 5600, loss = 8.282931230496615e-05
Steps = 5700, loss = 7.762642781017348e-05
Steps = 5800, loss = 7.418639142997563e-05
Steps = 5900, loss = 7.114541222108528e-05
Steps = 6000, loss = 6.884942558826879e-05
Steps = 6100, loss = 6.315384234767407e-05
Steps = 6200, loss = 6.227288395166397e-05
