LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.6709208488464355
Steps = 1000, loss = 0.002119784476235509
Steps = 2000, loss = 0.0006595132872462273
Steps = 3000, loss = 0.0002917099045589566
Steps = 4000, loss = 0.00015175287262536585
Steps = 5000, loss = 8.62032757140696e-05
Steps = 6000, loss = 4.9844878958538175e-05
Steps = 7000, loss = 2.958647564810235e-05
Steps = 8000, loss = 1.7174359527416527e-05
Steps = 9000, loss = 1.0094549907080363e-05
Steps = 10000, loss = 5.991411399008939e-06
Steps = 11000, loss = 3.6272613215260208e-06
Steps = 12000, loss = 2.1581045075436123e-06
Steps = 13000, loss = 1.2938392046635272e-06
Steps = 14000, loss = 7.203779546216538e-07
Steps = 15000, loss = 4.428438558079506e-07
Steps = 16000, loss = 2.3772007295974618e-07
Steps = 17000, loss = 1.4412215421089059e-07
Steps = 18000, loss = 7.916241173688832e-08
Steps = 19000, loss = 4.2142342948636724e-08
Steps = 20000, loss = 0.0014470056630671024
Steps = 21000, loss = 0.0003386684984434396
Steps = 22000, loss = 0.0001464316010242328
Steps = 23000, loss = 7.871617708588019e-05
Steps = 24000, loss = 4.177040682407096e-05
Steps = 25000, loss = 2.4109493097057566e-05
Steps = 26000, loss = 1.3833751836500596e-05
Steps = 27000, loss = 8.041465662245173e-06
Steps = 28000, loss = 4.831687419937225e-06
Steps = 29000, loss = 2.943672370747663e-06
Steps = 30000, loss = 1.7231783431270742e-06
Steps = 31000, loss = 1.024687321660167e-06
Steps = 32000, loss = 6.081535843804886e-07
Steps = 33000, loss = 3.802124126650597e-07
Steps = 34000, loss = 2.2398306498416787e-07
Steps = 35000, loss = 1.3434326717742806e-07
Steps = 36000, loss = 7.823108916227284e-08
Steps = 37000, loss = 5.07570767638299e-08
Steps = 38000, loss = 0.0006594072910957038
Steps = 39000, loss = 0.00021539381123147905
Steps = 40000, loss = 0.00010366347123635933
Steps = 41000, loss = 5.336214235285297e-05
Steps = 42000, loss = 3.1930678233038634e-05
Steps = 43000, loss = 1.803415761969518e-05
Steps = 44000, loss = 1.129173870140221e-05
Steps = 45000, loss = 6.811200364609249e-06
Steps = 46000, loss = 4.06614435632946e-06
Steps = 47000, loss = 2.570678816482541e-06
Steps = 48000, loss = 1.5925603520372533e-06
Steps = 49000, loss = 9.459905641051591e-07
Steps = 50000, loss = 5.958134465799958e-07
Test accuracy: 1.0 (got 1536 right out of 1536)
