LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.21M
Steps = 0, loss = 4.806754112243652
Steps = 1000, loss = 0.0026805857196450233
Steps = 2000, loss = 0.0007782494067214429
Steps = 3000, loss = 0.00034582195803523064
Steps = 4000, loss = 0.0001807714143069461
Steps = 5000, loss = 0.00010304241732228547
Steps = 6000, loss = 6.070830568205565e-05
Steps = 7000, loss = 3.501238825265318e-05
Steps = 8000, loss = 2.053449316008482e-05
Steps = 9000, loss = 1.2654026249947492e-05
Steps = 10000, loss = 7.511783678637585e-06
Steps = 11000, loss = 4.384889052744256e-06
Steps = 12000, loss = 2.6361042273492785e-06
Steps = 13000, loss = 1.5753312254673801e-06
Steps = 14000, loss = 9.271315093428711e-07
Steps = 15000, loss = 5.126930204824021e-07
Steps = 16000, loss = 3.0989755828159105e-07
Steps = 17000, loss = 1.8719582328685647e-07
Steps = 18000, loss = 1.1641531472150746e-07
Steps = 19000, loss = 6.053596024457875e-08
Steps = 20000, loss = 3.864988329382868e-08
Steps = 21000, loss = 2.1187586796145297e-08
Steps = 22000, loss = 1.7927957784991122e-08
Steps = 23000, loss = 0.002233055653050542
Steps = 24000, loss = 0.000553295889403671
Steps = 25000, loss = 0.00023681382299400866
Steps = 26000, loss = 0.00013062008656561375
Steps = 27000, loss = 7.431094854837283e-05
Steps = 28000, loss = 4.232036735629663e-05
Steps = 29000, loss = 2.5584204195183702e-05
Steps = 30000, loss = 1.580974640091881e-05
Steps = 31000, loss = 9.135060281550977e-06
Steps = 32000, loss = 5.742281246057246e-06
Steps = 33000, loss = 3.3948965665331343e-06
Steps = 34000, loss = 2.0703273548861034e-06
Steps = 35000, loss = 1.2249214478288195e-06
Steps = 36000, loss = 7.471534217984299e-07
Steps = 37000, loss = 4.335306300617958e-07
Steps = 38000, loss = 2.656597359873558e-07
Steps = 39000, loss = 1.5576368639358407e-07
Steps = 40000, loss = 9.522772614900532e-08
Steps = 41000, loss = 5.215406062575312e-08
Steps = 42000, loss = 4.0978189730367376e-08
Steps = 43000, loss = 3.5157423639020635e-08
Steps = 44000, loss = 3.096647205325098e-08
Steps = 45000, loss = 2.8870998036722995e-08
Steps = 46000, loss = 3.655440750094385e-08
Steps = 47000, loss = 0.000325672299368307
Steps = 48000, loss = 0.00014147658657748252
Steps = 49000, loss = 7.72995117586106e-05
Steps = 50000, loss = 4.450496271601878e-05
Test accuracy: 0.9993489583333334 (got 1535 right out of 1536)
