LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.820290565490723
Steps = 1000, loss = 0.002495274879038334
Steps = 2000, loss = 0.0007407605298794806
Steps = 3000, loss = 0.00034628360299393535
Steps = 4000, loss = 0.00018393294885754585
Steps = 5000, loss = 0.00010289264901075512
Steps = 6000, loss = 5.8411085774423555e-05
Steps = 7000, loss = 3.4510649129515514e-05
Steps = 8000, loss = 1.99335663637612e-05
Steps = 9000, loss = 1.2032839549647179e-05
Steps = 10000, loss = 7.311316949198954e-06
Steps = 11000, loss = 4.264049493940547e-06
Steps = 12000, loss = 2.5830195227172226e-06
Steps = 13000, loss = 1.5215473467833363e-06
Steps = 14000, loss = 8.477362598569016e-07
Steps = 15000, loss = 5.005858270124008e-07
Steps = 16000, loss = 2.966262115933205e-07
Steps = 17000, loss = 1.762527830351246e-07
Steps = 18000, loss = 1.0104849224035206e-07
Steps = 19000, loss = 0.0015835582744330168
Steps = 20000, loss = 0.00041356918518431485
Steps = 21000, loss = 0.0001811444089980796
Steps = 22000, loss = 9.384255099575967e-05
Steps = 23000, loss = 5.317058821674436e-05
Steps = 24000, loss = 3.045952325919643e-05
Steps = 25000, loss = 1.773639269231353e-05
Steps = 26000, loss = 1.0646347618603613e-05
Steps = 27000, loss = 6.004215720167849e-06
Steps = 28000, loss = 3.804909965765546e-06
Steps = 29000, loss = 2.176498128392268e-06
Steps = 30000, loss = 1.294304865950835e-06
Steps = 31000, loss = 7.832421715647797e-07
Steps = 32000, loss = 4.6915371854083787e-07
Steps = 33000, loss = 2.749729617335106e-07
Steps = 34000, loss = 1.5180556545146828e-07
Steps = 35000, loss = 9.126960520688954e-08
Steps = 36000, loss = 5.541368963690729e-08
Steps = 37000, loss = 4.1443851017675115e-08
Steps = 38000, loss = 0.0012575754662975669
Steps = 39000, loss = 0.000328049500240013
Steps = 40000, loss = 0.00015662572695873678
Steps = 41000, loss = 8.344322850462049e-05
Steps = 42000, loss = 4.473231820156798e-05
Steps = 43000, loss = 2.6848900233744644e-05
Steps = 44000, loss = 1.5022101251815911e-05
Steps = 45000, loss = 9.06800869415747e-06
Steps = 46000, loss = 5.5162067837954964e-06
Steps = 47000, loss = 3.3576438909221906e-06
Steps = 48000, loss = 2.146230144717265e-06
Steps = 49000, loss = 1.248437115464185e-06
Steps = 50000, loss = 7.511115427405457e-07
Test accuracy: 1.0 (got 1536 right out of 1536)
