LR = 0.01, batch_size = 32, block_size = 256


number of parameters: 0.40M
Steps = 0, loss = 2.747572660446167
Steps = 100, loss = 1.6073235273361206
Steps = 200, loss = 1.457895040512085
Steps = 300, loss = 1.3477609157562256
Steps = 400, loss = 1.3205485343933105
Steps = 500, loss = 1.3400923013687134
Steps = 600, loss = 1.2937177419662476
Steps = 700, loss = 1.3058758974075317
Steps = 800, loss = 1.287600040435791
Steps = 900, loss = 1.264563798904419
Validation accuracy: 0.321875 (got 103 right out of 320)
