LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.662336349487305
Steps = 1000, loss = 0.003139426000416279
Steps = 2000, loss = 0.0005954299122095108
Steps = 3000, loss = 0.00024404186115134507
Steps = 4000, loss = 0.00012197293835924938
Steps = 5000, loss = 6.777398084523156e-05
Steps = 6000, loss = 3.854947863146663e-05
Steps = 7000, loss = 2.2479778635897674e-05
Steps = 8000, loss = 1.3218638741818722e-05
Steps = 9000, loss = 7.83681662142044e-06
Steps = 10000, loss = 4.649849415727658e-06
Steps = 11000, loss = 2.793264684441965e-06
Steps = 12000, loss = 1.6288822735077702e-06
Steps = 13000, loss = 9.674112106949906e-07
Steps = 14000, loss = 5.392357138589432e-07
Steps = 15000, loss = 3.2829117913024675e-07
Steps = 16000, loss = 1.9418074259647256e-07
Steps = 17000, loss = 1.2083908984550362e-07
Steps = 18000, loss = 7.939524238054219e-08
Steps = 19000, loss = 4.330649616690607e-08
Steps = 20000, loss = 3.841705265017481e-08
Steps = 21000, loss = 0.0034533124417066574
Steps = 22000, loss = 0.0006364166620187461
Steps = 23000, loss = 0.00023601857537869364
Steps = 24000, loss = 9.882440645014867e-05
Steps = 25000, loss = 4.334922778070904e-05
Steps = 26000, loss = 1.8370610632700846e-05
Steps = 27000, loss = 8.528546459274366e-06
Steps = 28000, loss = 4.321325377532048e-06
Steps = 29000, loss = 2.4645084977237275e-06
Steps = 30000, loss = 1.5161921282924595e-06
Steps = 31000, loss = 9.352804113405e-07
Steps = 32000, loss = 6.125773666099121e-07
Steps = 33000, loss = 3.8952563841121446e-07
Steps = 34000, loss = 2.542510344483162e-07
Steps = 35000, loss = 1.6647389600166207e-07
Steps = 36000, loss = 1.0617076640073719e-07
Steps = 37000, loss = 6.519257311765614e-08
Steps = 38000, loss = 5.145556869479151e-08
Steps = 39000, loss = 0.0025185481645166874
Steps = 40000, loss = 0.000468977028504014
Steps = 41000, loss = 0.000229249955737032
Steps = 42000, loss = 0.00012836938549298793
Steps = 43000, loss = 7.079856732161716e-05
Steps = 44000, loss = 3.831057620118372e-05
Steps = 45000, loss = 2.0816225514863618e-05
Steps = 46000, loss = 1.048779631673824e-05
Steps = 47000, loss = 5.301771579979686e-06
Steps = 48000, loss = 2.5823212581599364e-06
Steps = 49000, loss = 1.266365416086046e-06
Steps = 50000, loss = 6.463378099397232e-07
Test accuracy: 1.0 (got 1536 right out of 1536)
