LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.788517951965332
Steps = 100, loss = 4.687708377838135
Steps = 200, loss = 4.6715407371521
Steps = 300, loss = 4.021355152130127
Steps = 400, loss = 2.0576703548431396
Steps = 500, loss = 1.1055595874786377
Steps = 600, loss = 0.8181108236312866
Steps = 700, loss = 0.773909330368042
Steps = 800, loss = 0.7529816031455994
Steps = 900, loss = 0.7198877334594727
Steps = 1000, loss = 0.7197940349578857
Steps = 1100, loss = 0.7121139168739319
Steps = 1200, loss = 0.6806786060333252
Steps = 1300, loss = 0.6834486722946167
Steps = 1400, loss = 0.6422996520996094
Steps = 1500, loss = 0.6578994393348694
Steps = 1600, loss = 0.5785993337631226
Steps = 1700, loss = 0.5744758248329163
Steps = 1800, loss = 0.5390472412109375
Steps = 1900, loss = 0.47829264402389526
Steps = 2000, loss = 0.361517071723938
Steps = 2100, loss = 0.23710690438747406
Steps = 2200, loss = 0.08719561994075775
Steps = 2300, loss = 0.038078129291534424
Steps = 2400, loss = 0.006582104135304689
Steps = 2500, loss = 0.0035827034153044224
Steps = 2600, loss = 0.0026880402583628893
Steps = 2700, loss = 0.0021696879994124174
Steps = 2800, loss = 0.0018110432429239154
Steps = 2900, loss = 0.001564757083542645
Steps = 3000, loss = 0.0013199568493291736
Steps = 3100, loss = 0.0011307303793728352
Steps = 3200, loss = 0.0010353521211072803
Steps = 3300, loss = 0.0010512848384678364
Steps = 3400, loss = 0.0008504185825586319
Steps = 3500, loss = 0.000777043285779655
Steps = 3600, loss = 0.0006619647028855979
Steps = 3700, loss = 0.0006448566564358771
Steps = 3800, loss = 0.0005818248610012233
Steps = 3900, loss = 0.0005744154332205653
Steps = 4000, loss = 0.0004949060967192054
Steps = 4100, loss = 0.0004957719938829541
Steps = 4200, loss = 0.00043769122567027807
Steps = 4300, loss = 0.00043814018135890365
Steps = 4400, loss = 0.000355175172444433
Steps = 4500, loss = 0.0003943268093280494
Steps = 4600, loss = 0.0003089751407969743
Steps = 4700, loss = 0.00031607726123183966
Steps = 4800, loss = 0.0002672990958672017
Steps = 4900, loss = 0.00028621460660360754
Steps = 5000, loss = 0.0002402155369054526
Steps = 5100, loss = 0.00023034091282170266
Steps = 5200, loss = 0.00022169594012666494
Steps = 5300, loss = 0.00020344089716672897
Steps = 5400, loss = 0.00020078374654985964
Steps = 5500, loss = 0.00018161915068048984
Steps = 5600, loss = 0.00017097906675189734
Steps = 5700, loss = 0.00016080745263025165
Steps = 5800, loss = 0.0001545937266200781
Steps = 5900, loss = 0.00014711015683133155
Steps = 6000, loss = 0.00013798446161672473
Steps = 6100, loss = 0.00013193846098147333
Steps = 6200, loss = 0.00012991570110898465
Steps = 6300, loss = 0.00011684885248541832
Steps = 6400, loss = 0.00010769194341264665
Steps = 6500, loss = 0.00010620202374411747
Steps = 6600, loss = 0.00010099527571583167
Steps = 6700, loss = 9.332238550996408e-05
Steps = 6800, loss = 9.214640158461407e-05
Steps = 6900, loss = 8.126037573674694e-05
Steps = 7000, loss = 7.954003376653418e-05
Steps = 7100, loss = 7.44070639484562e-05
Steps = 7200, loss = 7.002634083619341e-05
Steps = 7300, loss = 6.71444577164948e-05
Steps = 7400, loss = 6.0187303461134434e-05
Steps = 7500, loss = 5.944677104707807e-05
Steps = 7600, loss = 5.84891349717509e-05
Steps = 7700, loss = 5.391691956901923e-05
Steps = 7800, loss = 5.071428313385695e-05
Steps = 7900, loss = 4.851555058849044e-05
Steps = 8000, loss = 4.515782347880304e-05
Steps = 8100, loss = 4.115413685212843e-05
Steps = 8200, loss = 4.090031870873645e-05
Steps = 8300, loss = 4.0547820390202105e-05
Steps = 8400, loss = 3.813685179920867e-05
Steps = 8500, loss = 3.525150896166451e-05
