LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.816198825836182
Steps = 1000, loss = 0.0022834204137325287
Steps = 2000, loss = 0.0007201129919849336
Steps = 3000, loss = 0.0003293580375611782
Steps = 4000, loss = 0.0001729169161990285
Steps = 5000, loss = 9.821409912547097e-05
Steps = 6000, loss = 5.7423334510531276e-05
Steps = 7000, loss = 3.371604543644935e-05
Steps = 8000, loss = 1.9872351913363673e-05
Steps = 9000, loss = 1.2231211258040275e-05
Steps = 10000, loss = 6.9921102294756565e-06
Steps = 11000, loss = 4.247053766448516e-06
Steps = 12000, loss = 2.5327278763143113e-06
Steps = 13000, loss = 1.4468085964836064e-06
Steps = 14000, loss = 8.547211791665177e-07
Steps = 15000, loss = 4.880129722550919e-07
Steps = 16000, loss = 2.9313375193851243e-07
Steps = 17000, loss = 1.6647389600166207e-07
Steps = 18000, loss = 1.0360962932054463e-07
Steps = 19000, loss = 5.867331864806147e-08
Steps = 20000, loss = 0.006981854327023029
Steps = 21000, loss = 0.0006974634598009288
Steps = 22000, loss = 0.0002725952654145658
Steps = 23000, loss = 0.00013422574556898326
Steps = 24000, loss = 7.353797991527244e-05
Steps = 25000, loss = 4.233963045408018e-05
Steps = 26000, loss = 2.3629183488083072e-05
Steps = 27000, loss = 1.3871929695596918e-05
Steps = 28000, loss = 8.410033842665143e-06
Steps = 29000, loss = 4.790941147803096e-06
Steps = 30000, loss = 3.159038897138089e-06
Steps = 31000, loss = 1.7893014501169091e-06
Steps = 32000, loss = 0.0007694628438912332
Steps = 33000, loss = 0.0002834176120813936
Steps = 34000, loss = 0.00013896961172576994
Steps = 35000, loss = 7.691355858696625e-05
Steps = 36000, loss = 4.299003558116965e-05
Steps = 37000, loss = 2.4671944629517384e-05
Steps = 38000, loss = 1.5334082490880974e-05
Steps = 39000, loss = 9.48778324527666e-06
Steps = 40000, loss = 5.430054443422705e-06
Steps = 41000, loss = 3.4500749279686715e-06
Steps = 42000, loss = 2.04518141799781e-06
Steps = 43000, loss = 1.2803345725842519e-06
Steps = 44000, loss = 7.280611953319749e-07
Steps = 45000, loss = 4.44939303179126e-07
Steps = 46000, loss = 2.6402992148177873e-07
Steps = 47000, loss = 1.5972180733569985e-07
Steps = 48000, loss = 9.778886322919789e-08
Steps = 49000, loss = 5.518085899325342e-08
Steps = 50000, loss = 0.00152667670045048
Test accuracy: 0.9993489583333334 (got 1535 right out of 1536)
