LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.21M
Steps = 0, loss = 4.634784698486328
Steps = 1000, loss = 0.002155100228264928
Steps = 2000, loss = 0.0006586844683624804
Steps = 3000, loss = 0.00029211025685071945
Steps = 4000, loss = 0.00015378670650534332
Steps = 5000, loss = 8.657002763357013e-05
Steps = 6000, loss = 5.131791112944484e-05
Steps = 7000, loss = 3.016923255927395e-05
Steps = 8000, loss = 1.78001937456429e-05
Steps = 9000, loss = 1.0552755156822968e-05
Steps = 10000, loss = 6.332972134259762e-06
Steps = 11000, loss = 3.738088253157912e-06
Steps = 12000, loss = 2.2561262085218914e-06
Steps = 13000, loss = 1.2898811974082491e-06
Steps = 14000, loss = 7.632187362105469e-07
Steps = 15000, loss = 4.3725592036025773e-07
Steps = 16000, loss = 2.4866309900062333e-07
Steps = 17000, loss = 1.4808027515300637e-07
Steps = 18000, loss = 9.825452451650563e-08
Steps = 19000, loss = 5.774199607344599e-08
Steps = 20000, loss = 3.0035149478635503e-08
Steps = 21000, loss = 1.5832481992106295e-08
Steps = 22000, loss = 2.7474014174799777e-08
Steps = 23000, loss = 2.0489094865183688e-08
Steps = 24000, loss = 2.6542691600184298e-08
Steps = 25000, loss = 0.0012842420255765319
Steps = 26000, loss = 0.0004036098252981901
Steps = 27000, loss = 0.00019352395611349493
Steps = 28000, loss = 0.00010406367073301226
Steps = 29000, loss = 5.967431570752524e-05
Steps = 30000, loss = 3.513855335768312e-05
Steps = 31000, loss = 2.1329102310119197e-05
Steps = 32000, loss = 1.2551809049909934e-05
Steps = 33000, loss = 7.431222456943942e-06
Steps = 34000, loss = 4.826331860385835e-06
Steps = 35000, loss = 2.89710669676424e-06
Steps = 36000, loss = 1.7494875237389351e-06
Steps = 37000, loss = 1.0570506674412172e-06
Steps = 38000, loss = 6.556509219990403e-07
Steps = 39000, loss = 4.0093433995025407e-07
Steps = 40000, loss = 2.4866309900062333e-07
Steps = 41000, loss = 1.4225950906165963e-07
Steps = 42000, loss = 9.709037129823628e-08
Steps = 43000, loss = 6.77537101978487e-08
Steps = 44000, loss = 4.633329453440638e-08
Steps = 45000, loss = 3.958120586844416e-08
Steps = 46000, loss = 3.958120586844416e-08
Steps = 47000, loss = 3.259628655882807e-08
Steps = 48000, loss = 0.0008375626057386398
Steps = 49000, loss = 0.00028049267712049186
Steps = 50000, loss = 0.00013234702055342495
Test accuracy: 0.9993489583333334 (got 1535 right out of 1536)
