LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.21M
Steps = 0, loss = 4.656228065490723
Steps = 1000, loss = 0.0021100991871207952
Steps = 2000, loss = 0.0006280223606154323
Steps = 3000, loss = 0.00028276428929530084
Steps = 4000, loss = 0.00015267192793544382
Steps = 5000, loss = 8.530655031790957e-05
Steps = 6000, loss = 4.7074594476725906e-05
Steps = 7000, loss = 2.89403906208463e-05
Steps = 8000, loss = 1.7219992514583282e-05
Steps = 9000, loss = 1.0214923349849414e-05
Steps = 10000, loss = 5.998862434353214e-06
Steps = 11000, loss = 3.6959459066565614e-06
Steps = 12000, loss = 2.138779564120341e-06
Steps = 13000, loss = 1.2840604313169024e-06
Steps = 14000, loss = 7.471534786418488e-07
Steps = 15000, loss = 4.2933967847602617e-07
Steps = 16000, loss = 2.5541518766658555e-07
Steps = 17000, loss = 1.4761461386569863e-07
Steps = 18000, loss = 9.010545198862019e-08
Steps = 19000, loss = 4.633329453440638e-08
Steps = 20000, loss = 2.7474014174799777e-08
Steps = 21000, loss = 2.7008352887492038e-08
Steps = 22000, loss = 2.7939675462107516e-08
Steps = 23000, loss = 1.839361907229886e-08
Steps = 24000, loss = 0.002896177116781473
Steps = 25000, loss = 0.0005456242943182588
Steps = 26000, loss = 0.00024701462825760245
Steps = 27000, loss = 0.00012261691153980792
Steps = 28000, loss = 7.068464037729427e-05
Steps = 29000, loss = 4.369298767414875e-05
Steps = 30000, loss = 2.487524034222588e-05
Steps = 31000, loss = 1.4690547686768696e-05
Steps = 32000, loss = 9.405363925907295e-06
Steps = 33000, loss = 5.3904755077383015e-06
Steps = 34000, loss = 3.3609017009439413e-06
Steps = 35000, loss = 2.193027285102289e-06
Steps = 36000, loss = 1.301987708757224e-06
Steps = 37000, loss = 7.43893679100438e-07
Steps = 38000, loss = 4.437751215391472e-07
Steps = 39000, loss = 2.8009523589389573e-07
Steps = 40000, loss = 1.6111879119762307e-07
Steps = 41000, loss = 1.0989605669919911e-07
Steps = 42000, loss = 6.449408118669453e-08
Steps = 43000, loss = 5.4249536418637945e-08
Steps = 44000, loss = 4.982575418921442e-08
Steps = 45000, loss = 3.958120586844416e-08
Steps = 46000, loss = 2.537853838191495e-08
Steps = 47000, loss = 2.630986095653043e-08
Steps = 48000, loss = 0.0008928624447435141
Steps = 49000, loss = 0.0002600161824375391
Steps = 50000, loss = 0.00012220726057421416
Test accuracy: 1.0 (got 1536 right out of 1536)
