LR = 0.01, batch_size = 32, block_size = 256


number of parameters: 0.40M
Steps = 0, loss = 2.6812727451324463
Steps = 100, loss = 1.7862539291381836
Steps = 200, loss = 1.6323907375335693
Steps = 300, loss = 1.501539945602417
Steps = 400, loss = 1.4332667589187622
Steps = 500, loss = 1.4063822031021118
Steps = 600, loss = 1.3888853788375854
Steps = 700, loss = 1.4423534870147705
Steps = 800, loss = 1.4351990222930908
Steps = 900, loss = 1.4843090772628784
Validation accuracy: 0.3125 (got 100 right out of 320)
