LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.662863731384277
Steps = 100, loss = 4.579404354095459
Steps = 200, loss = 4.5423359870910645
Steps = 300, loss = 2.848815679550171
Steps = 400, loss = 2.121276378631592
Steps = 500, loss = 1.6552295684814453
Steps = 600, loss = 1.2445483207702637
Steps = 700, loss = 1.0146868228912354
Steps = 800, loss = 0.9276315569877625
Steps = 900, loss = 0.7790647745132446
Steps = 1000, loss = 0.591180682182312
Steps = 1100, loss = 0.7144300937652588
Steps = 1200, loss = 0.438029021024704
Steps = 1300, loss = 0.3287355303764343
Steps = 1400, loss = 0.4218495190143585
Steps = 1500, loss = 0.548032283782959
Steps = 1600, loss = 0.1892397552728653
Steps = 1700, loss = 0.6813099384307861
Steps = 1800, loss = 0.07486087083816528
Steps = 1900, loss = 0.047970131039619446
Steps = 2000, loss = 0.03893739730119705
Steps = 2100, loss = 0.029354915022850037
Steps = 2200, loss = 0.021454479545354843
Steps = 2300, loss = 0.017472639679908752
Steps = 2400, loss = 0.013014813885092735
Steps = 2500, loss = 0.010444673709571362
Steps = 2600, loss = 0.008768304251134396
Steps = 2700, loss = 0.0075326524674892426
Steps = 2800, loss = 0.006180842872709036
Steps = 2900, loss = 0.005440806038677692
Steps = 3000, loss = 0.004181453492492437
Steps = 3100, loss = 0.003963664174079895
Steps = 3200, loss = 0.003556264331564307
Steps = 3300, loss = 0.0029882553499192
Steps = 3400, loss = 0.0025180471129715443
Steps = 3500, loss = 0.0022985117975622416
Steps = 3600, loss = 0.0019692527130246162
Steps = 3700, loss = 0.0018519001314416528
Steps = 3800, loss = 0.0017170477658510208
Steps = 3900, loss = 0.0015794679056853056
Steps = 4000, loss = 0.0014338387409225106
Steps = 4100, loss = 0.0012954436242580414
Steps = 4200, loss = 0.0012302567483857274
Steps = 4300, loss = 0.0010402181651443243
Steps = 4400, loss = 0.0009718496003188193
Steps = 4500, loss = 0.0008452199981547892
Steps = 4600, loss = 0.0007925822283141315
Steps = 4700, loss = 0.0007186110597103834
Steps = 4800, loss = 0.0006755536305718124
Steps = 4900, loss = 0.0006461110315285623
Steps = 5000, loss = 0.0005855921190232038
Steps = 5100, loss = 0.0005326795508153737
Steps = 5200, loss = 0.00047672083019278944
Steps = 5300, loss = 0.00045250251423567533
Steps = 5400, loss = 0.0004413353744894266
Steps = 5500, loss = 0.00038744043558835983
Steps = 5600, loss = 0.00035225701867602766
Steps = 5700, loss = 0.000333631644025445
Steps = 5800, loss = 0.00032443361124023795
Steps = 5900, loss = 0.0002962266735266894
Steps = 6000, loss = 0.0002729000698309392
Steps = 6100, loss = 0.00024321230011992157
Steps = 6200, loss = 0.00023306965886149555
Steps = 6300, loss = 0.00022248964523896575
Steps = 6400, loss = 0.00020490793394856155
Steps = 6500, loss = 0.00019227036682423204
Steps = 6600, loss = 0.00018003741570282727
Steps = 6700, loss = 0.000168943457538262
Steps = 6800, loss = 0.00015962107863742858
Steps = 6900, loss = 0.00015358105883933604
Steps = 7000, loss = 0.0001383664639433846
Steps = 7100, loss = 0.00012652586156036705
Steps = 7200, loss = 0.00011982466821791604
Steps = 7300, loss = 0.00010838668822543696
Steps = 7400, loss = 0.0001096213745768182
Steps = 7500, loss = 9.743279952090234e-05
Steps = 7600, loss = 9.545301145408303e-05
Steps = 7700, loss = 8.916613296605647e-05
Steps = 7800, loss = 8.214780245907605e-05
Steps = 7900, loss = 7.379182352451608e-05
Steps = 8000, loss = 7.165580609580502e-05
Steps = 8100, loss = 6.830587517470121e-05
Steps = 8200, loss = 6.420631689252332e-05
Steps = 8300, loss = 6.038236097083427e-05
Steps = 8400, loss = 5.6038512411760166e-05
Steps = 8500, loss = 5.3424719226313755e-05
Steps = 8600, loss = 4.8517420509597287e-05
Steps = 8700, loss = 4.674895171774551e-05
Steps = 8800, loss = 4.244766751071438e-05
Steps = 8900, loss = 4.161394826951437e-05
Steps = 9000, loss = 3.754788122023456e-05
Steps = 9100, loss = 3.530801404849626e-05
Steps = 9200, loss = 3.347780148033053e-05
Steps = 9300, loss = 3.221986844437197e-05
Steps = 9400, loss = 3.0797797080595046e-05
Steps = 9500, loss = 2.9169616027502343e-05
Steps = 9600, loss = 2.621096973598469e-05
Steps = 9700, loss = 2.4395396394538693e-05
Steps = 9800, loss = 2.3472717657568865e-05
Steps = 9900, loss = 2.136986040568445e-05
Steps = 10000, loss = 2.144574682461098e-05
Steps = 10100, loss = 2.028325616265647e-05
Steps = 10200, loss = 1.837782474467531e-05
Steps = 10300, loss = 1.785371932783164e-05
Steps = 10400, loss = 1.6514281014679e-05
Steps = 10500, loss = 1.5603935025865212e-05
Steps = 10600, loss = 1.4564356206392404e-05
Steps = 10700, loss = 1.3810229575028643e-05
Steps = 10800, loss = 1.3015363947488368e-05
Steps = 10900, loss = 1.2121075997129083e-05
Steps = 11000, loss = 1.1662405995593872e-05
Steps = 11100, loss = 1.1223990441067144e-05
Steps = 11200, loss = 1.0190700777457096e-05
Steps = 11300, loss = 9.829586815612856e-06
Steps = 11400, loss = 9.466605661145877e-06
Steps = 11500, loss = 8.6635827756254e-06
Steps = 11600, loss = 8.148100278049242e-06
Steps = 11700, loss = 7.444726634275867e-06
Steps = 11800, loss = 7.569988611066947e-06
Steps = 11900, loss = 6.766962542315014e-06
Steps = 12000, loss = 6.5148087742272764e-06
Steps = 12100, loss = 6.103166469983989e-06
Steps = 12200, loss = 5.847055035701487e-06
Steps = 12300, loss = 5.374179636419285e-06
Steps = 12400, loss = 5.291525212669512e-06
Steps = 12500, loss = 4.725517555925762e-06
Steps = 12600, loss = 4.7115463530644774e-06
Steps = 12700, loss = 4.2742935875139665e-06
Steps = 12800, loss = 4.0396021177002694e-06
Steps = 12900, loss = 3.8891944313945714e-06
