LR = 0.0001, batch_size = 64, block_size = 256


number of parameters: 0.40M
Steps = 0, loss = 2.7341129779815674
Steps = 100, loss = 1.6319308280944824
Steps = 200, loss = 1.4421311616897583
Steps = 300, loss = 1.3699206113815308
Steps = 400, loss = 1.327938437461853
Steps = 500, loss = 1.3151310682296753
Steps = 600, loss = 1.27165687084198
Steps = 700, loss = 1.2856723070144653
Steps = 800, loss = 1.2533761262893677
Steps = 900, loss = 1.2490307092666626
Steps = 1000, loss = 1.2392245531082153
Steps = 1100, loss = 1.251175045967102
Steps = 1200, loss = 1.2334160804748535
Steps = 1300, loss = 1.2288511991500854
Steps = 1400, loss = 1.2305009365081787
Steps = 1500, loss = 1.223947286605835
Steps = 1600, loss = 1.2219202518463135
Steps = 1700, loss = 1.2233738899230957
Steps = 1800, loss = 1.22588050365448
Steps = 1900, loss = 1.222005009651184
Steps = 2000, loss = 1.2189842462539673
Steps = 2100, loss = 1.2161130905151367
Steps = 2200, loss = 1.2191426753997803
Steps = 2300, loss = 1.2168385982513428
Steps = 2400, loss = 1.2181981801986694
Steps = 2500, loss = 1.2185053825378418
Steps = 2600, loss = 1.21783447265625
Steps = 2700, loss = 1.2199128866195679
Steps = 2800, loss = 1.2185333967208862
Steps = 2900, loss = 1.2153959274291992
Steps = 3000, loss = 1.2148624658584595
Steps = 3100, loss = 1.2267223596572876
Steps = 3200, loss = 1.214264988899231
Steps = 3300, loss = 1.2167339324951172
Steps = 3400, loss = 1.2231422662734985
Steps = 3500, loss = 1.2140398025512695
Steps = 3600, loss = 1.2119163274765015
Steps = 3700, loss = 1.2127625942230225
Steps = 3800, loss = 1.2125463485717773
Steps = 3900, loss = 1.2128453254699707
Steps = 4000, loss = 1.21185302734375
Steps = 4100, loss = 1.2130178213119507
Steps = 4200, loss = 1.2102793455123901
Steps = 4300, loss = 1.2132787704467773
Steps = 4400, loss = 1.211881399154663
Steps = 4500, loss = 1.2131061553955078
Steps = 4600, loss = 1.2116016149520874
Steps = 4700, loss = 1.209979772567749
Steps = 4800, loss = 1.2136764526367188
Steps = 4900, loss = 1.2105556726455688
Validation accuracy: 0.35625 (got 228 right out of 640)
