LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.798879623413086
Steps = 1000, loss = 0.0265151709318161
Steps = 2000, loss = 0.0015104318736121058
Steps = 3000, loss = 0.00047428629477508366
Steps = 4000, loss = 0.00020235282136127353
Steps = 5000, loss = 0.00010577775537967682
Steps = 6000, loss = 5.73260840610601e-05
Steps = 7000, loss = 3.2491432648384944e-05
Steps = 8000, loss = 1.8709159121499397e-05
Steps = 9000, loss = 1.0836809451575391e-05
Steps = 10000, loss = 6.41097130937851e-06
Steps = 11000, loss = 3.7827921914868057e-06
Steps = 12000, loss = 2.214449750681524e-06
Steps = 13000, loss = 1.3171224964025896e-06
Steps = 14000, loss = 7.690395591453125e-07
Steps = 15000, loss = 4.5006160576122056e-07
Steps = 16000, loss = 2.6752238113658677e-07
Steps = 17000, loss = 1.5948897669204598e-07
Steps = 18000, loss = 1.0896473412458363e-07
Steps = 19000, loss = 0.05398605763912201
Steps = 20000, loss = 0.0005997251719236374
Steps = 21000, loss = 0.00020588201005011797
Steps = 22000, loss = 9.582288475940004e-05
Steps = 23000, loss = 5.187862188904546e-05
Steps = 24000, loss = 3.1324641895480454e-05
Steps = 25000, loss = 1.7525675502838567e-05
Steps = 26000, loss = 1.014367171592312e-05
Steps = 27000, loss = 6.313878657238092e-06
Steps = 28000, loss = 3.722488827406778e-06
Steps = 29000, loss = 2.417244331809343e-06
Steps = 30000, loss = 1.3976815580463153e-06
Steps = 31000, loss = 8.36327558317862e-07
Steps = 32000, loss = 4.910397706225922e-07
Steps = 33000, loss = 2.9313375193851243e-07
Steps = 34000, loss = 1.8510034749397164e-07
Steps = 35000, loss = 1.1781229858343067e-07
Steps = 36000, loss = 8.521600847188893e-08
Steps = 37000, loss = 0.026318440213799477
Steps = 38000, loss = 0.0006645788671448827
Steps = 39000, loss = 0.0001963082904694602
Steps = 40000, loss = 9.117834270000458e-05
Steps = 41000, loss = 4.78992733405903e-05
Steps = 42000, loss = 2.7971560484729707e-05
Steps = 43000, loss = 1.7571075659361668e-05
Steps = 44000, loss = 1.0434939213155303e-05
Steps = 45000, loss = 6.2547392190026585e-06
Steps = 46000, loss = 3.861720870190766e-06
Steps = 47000, loss = 2.4158473479474196e-06
Steps = 48000, loss = 1.4484384109891835e-06
Steps = 49000, loss = 9.536740890325746e-07
Steps = 50000, loss = 5.832407055095246e-07
Test accuracy: 1.0 (got 1536 right out of 1536)
