LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.21M
Steps = 0, loss = 4.668329238891602
Steps = 1000, loss = 0.002119614277034998
Steps = 2000, loss = 0.0006080627790652215
Steps = 3000, loss = 0.0002842596441041678
Steps = 4000, loss = 0.00014769492554478347
Steps = 5000, loss = 8.693340350873768e-05
Steps = 6000, loss = 4.9471185775473714e-05
Steps = 7000, loss = 2.9517086659325287e-05
Steps = 8000, loss = 1.756690107868053e-05
Steps = 9000, loss = 1.050339596986305e-05
Steps = 10000, loss = 6.0675465647364035e-06
Steps = 11000, loss = 3.673128958325833e-06
Steps = 12000, loss = 2.21212121687131e-06
Steps = 13000, loss = 1.2831292224291246e-06
Steps = 14000, loss = 7.736961720183899e-07
Steps = 15000, loss = 4.398170574404503e-07
Steps = 16000, loss = 2.6240010697620164e-07
Steps = 17000, loss = 1.478474445093525e-07
Steps = 18000, loss = 9.220092778150502e-08
Steps = 19000, loss = 4.447064938517542e-08
Steps = 20000, loss = 3.4691762351712896e-08
Steps = 21000, loss = 1.5133990061144686e-08
Steps = 22000, loss = 2.3748723876337863e-08
Steps = 23000, loss = 2.2584570658068515e-08
Steps = 24000, loss = 2.607703031287656e-08
Steps = 25000, loss = 0.09025858342647552
Steps = 26000, loss = 0.0008928953902795911
Steps = 27000, loss = 0.00035614706575870514
Steps = 28000, loss = 0.00017730942636262625
Steps = 29000, loss = 9.960166789824143e-05
Steps = 30000, loss = 5.740318010793999e-05
Steps = 31000, loss = 3.2678079151082784e-05
Steps = 32000, loss = 1.984438677027356e-05
Steps = 33000, loss = 1.1713394087564666e-05
Steps = 34000, loss = 6.972318715270376e-06
Steps = 35000, loss = 4.400487341627013e-06
Steps = 36000, loss = 2.561365818110062e-06
Steps = 37000, loss = 1.6591496887485846e-06
Steps = 38000, loss = 9.49715854403621e-07
Steps = 39000, loss = 5.844048587277939e-07
Steps = 40000, loss = 3.515742434956337e-07
Steps = 41000, loss = 2.2491438755878335e-07
Steps = 42000, loss = 1.6344709763416176e-07
Steps = 43000, loss = 1.1175870184843006e-07
Steps = 44000, loss = 8.498317782823506e-08
Steps = 45000, loss = 7.357447628919545e-08
Steps = 46000, loss = 6.309709732477131e-08
Steps = 47000, loss = 0.0009526539943180978
Steps = 48000, loss = 0.0002882590633817017
Steps = 49000, loss = 0.00014008666039444506
Steps = 50000, loss = 7.547692803200334e-05
Test accuracy: 1.0 (got 1536 right out of 1536)
