LR = 0.01, batch_size = 32, block_size = 256


number of parameters: 0.40M
Steps = 0, loss = 2.6962473392486572
Steps = 100, loss = 1.0678070783615112
Steps = 200, loss = 1.0799659490585327
Steps = 300, loss = 1.0712612867355347
Steps = 400, loss = 1.0620287656784058
Steps = 500, loss = 1.0631089210510254
Steps = 600, loss = 1.0592994689941406
Steps = 700, loss = 1.0566294193267822
Steps = 800, loss = 1.054197907447815
Steps = 900, loss = 1.0624302625656128
Validation accuracy: 0.665625 (got 213 right out of 320)
