LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.80862283706665
Steps = 1000, loss = 1.1019207239151
Steps = 2000, loss = 0.6119381189346313
Steps = 3000, loss = 0.24909161031246185
Steps = 4000, loss = 1.03109610080719
Steps = 5000, loss = 0.056136228144168854
Steps = 6000, loss = 0.024256758391857147
Steps = 7000, loss = 0.7554715871810913
Steps = 8000, loss = 0.044008634984493256
Steps = 9000, loss = 0.01839182712137699
Steps = 10000, loss = 0.009762250818312168
Steps = 11000, loss = 0.00559451337903738
Steps = 12000, loss = 2.2900640964508057
Steps = 13000, loss = 0.26543131470680237
Steps = 14000, loss = 0.024856524541974068
Steps = 15000, loss = 0.7108197808265686
Steps = 16000, loss = 0.01193978637456894
Steps = 17000, loss = 0.006539212539792061
Steps = 18000, loss = 0.003704271512106061
Steps = 19000, loss = 0.002232737373560667
Steps = 20000, loss = 1.0266681909561157
Steps = 21000, loss = 0.023608872666954994
Steps = 22000, loss = 0.007292339578270912
Steps = 23000, loss = 0.003806277411058545
Steps = 24000, loss = 0.0023464434780180454
Steps = 25000, loss = 0.0014960543485358357
Steps = 26000, loss = 0.0009355712099932134
Steps = 27000, loss = 0.5678180456161499
Steps = 28000, loss = 0.007446843199431896
Steps = 29000, loss = 0.003176345955580473
Steps = 30000, loss = 0.001959206536412239
Steps = 31000, loss = 0.0012591774575412273
Steps = 32000, loss = 0.0007995855994522572
Steps = 33000, loss = 0.0005431563477031887
Steps = 34000, loss = 1.1857713460922241
Steps = 35000, loss = 0.4037596583366394
Steps = 36000, loss = 0.011174582876265049
Steps = 37000, loss = 0.004354136064648628
Steps = 38000, loss = 0.0024752807803452015
Steps = 39000, loss = 0.0014211568050086498
Steps = 40000, loss = 1.4306325912475586
Steps = 41000, loss = 0.3540312647819519
Steps = 42000, loss = 0.02157016657292843
Steps = 43000, loss = 0.007386147975921631
Steps = 44000, loss = 0.3653061091899872
Steps = 45000, loss = 0.007612618617713451
Steps = 46000, loss = 0.0029320926405489445
Steps = 47000, loss = 0.0016864017816260457
Steps = 48000, loss = 0.001129749114625156
Steps = 49000, loss = 0.0006633031880483031
Steps = 50000, loss = 0.00041442792280577123
Test accuracy: 0.9993489583333334 (got 1535 right out of 1536)
