LR = 0.01, batch_size = 32, block_size = 256


number of parameters: 0.40M
Steps = 0, loss = 2.7357046604156494
Steps = 100, loss = 1.1438606977462769
Steps = 200, loss = 1.0904752016067505
Steps = 300, loss = 1.0685425996780396
Steps = 400, loss = 1.0721051692962646
Steps = 500, loss = 1.071819543838501
Steps = 600, loss = 1.0988099575042725
Steps = 700, loss = 1.1041117906570435
Steps = 800, loss = 1.1549437046051025
Steps = 900, loss = 1.0590331554412842
Validation accuracy: 0.671875 (got 215 right out of 320)
